compound;driver_number;lap_end;lap_start;meeting_key;session_key;stint_number;tyre_age_at_start
MEDIUM;27;1;1;1253;9683;1;0
MEDIUM;87;1;1;1253;9683;1;0
MEDIUM;81;1;1;1253;9683;1;0
HARD;7;1;1;1253;9683;1;0
MEDIUM;23;1;1;1253;9683;1;0
HARD;31;1;1;1253;9683;1;16
UNKNOWN;14;2;1;1253;9683;1;0
MEDIUM;5;2;1;1253;9683;1;16
MEDIUM;18;2;1;1253;9683;1;0
MEDIUM;4;2;1;1253;9683;1;17
MEDIUM;22;3;1;1253;9683;1;0
MEDIUM;55;3;1;1253;9683;1;0
HARD;30;4;1;1253;9683;1;0
MEDIUM;6;4;1;1253;9683;1;0
HARD;1;4;1;1253;9683;1;13
MEDIUM;63;4;1;1253;9683;1;16
MEDIUM;12;5;1;1253;9683;1;0
HARD;44;5;1;1253;9683;1;0
HARD;16;5;1;1253;9683;1;11
MEDIUM;10;5;1;1253;9683;1;14
MEDIUM;23;2;2;1253;9683;2;1
HARD;7;2;2;1253;9683;2;0
MEDIUM;81;2;2;1253;9683;2;1
MEDIUM;27;4;2;1253;9683;2;1
MEDIUM;87;6;2;1253;9683;2;1
MEDIUM;31;11;2;1253;9683;2;11
MEDIUM;23;3;3;1253;9683;3;2
MEDIUM;81;3;3;1253;9683;3;2
MEDIUM;14;4;3;1253;9683;2;0
MEDIUM;5;4;3;1253;9683;2;13
MEDIUM;4;4;3;1253;9683;2;19
MEDIUM;18;7;3;1253;9683;2;6
HARD;7;8;3;1253;9683;3;2
MEDIUM;23;4;4;1253;9683;4;3
MEDIUM;81;4;4;1253;9683;4;3
MEDIUM;55;5;4;1253;9683;2;8
MEDIUM;22;6;4;1253;9683;2;3
MEDIUM;81;5;5;1253;9683;5;0
MEDIUM;23;6;5;1253;9683;5;4
MEDIUM;5;6;5;1253;9683;3;0
MEDIUM;4;6;5;1253;9683;3;21
MEDIUM;27;7;5;1253;9683;3;4
MEDIUM;63;7;5;1253;9683;2;0
HARD;30;8;5;1253;9683;2;4
MEDIUM;6;8;5;1253;9683;2;13
HARD;1;9;5;1253;9683;2;0
MEDIUM;14;13;5;1253;9683;3;0
MEDIUM;12;6;6;1253;9683;2;5
MEDIUM;81;6;6;1253;9683;6;5
HARD;44;10;6;1253;9683;2;5
HARD;16;10;6;1253;9683;2;16
MEDIUM;10;11;6;1253;9683;2;0
HARD;55;12;6;1253;9683;3;0
MEDIUM;81;7;7;1253;9683;7;0
MEDIUM;5;8;7;1253;9683;4;15
MEDIUM;22;9;7;1253;9683;3;6
MEDIUM;87;11;7;1253;9683;3;6
MEDIUM;12;11;7;1253;9683;3;6
MEDIUM;23;11;7;1253;9683;6;0
MEDIUM;4;12;7;1253;9683;4;0
MEDIUM;81;13;8;1253;9683;8;7
MEDIUM;18;13;8;1253;9683;3;0
MEDIUM;27;16;8;1253;9683;4;0
MEDIUM;63;19;8;1253;9683;3;0
MEDIUM;5;10;9;1253;9683;5;20
MEDIUM;6;12;9;1253;9683;3;13
HARD;30;13;9;1253;9683;3;8
HARD;7;14;9;1253;9683;4;8
MEDIUM;22;16;10;1253;9683;4;9
HARD;1;18;10;1253;9683;3;0
HARD;44;11;11;1253;9683;3;10
HARD;16;11;11;1253;9683;3;21
MEDIUM;5;12;11;1253;9683;6;0
MEDIUM;10;14;12;1253;9683;3;0
MEDIUM;12;16;12;1253;9683;4;11
MEDIUM;44;16;12;1253;9683;4;0
MEDIUM;16;16;12;1253;9683;4;0
MEDIUM;23;18;12;1253;9683;7;0
MEDIUM;87;26;12;1253;9683;4;0
HARD;31;26;12;1253;9683;3;0
MEDIUM;5;14;13;1253;9683;7;13
MEDIUM;6;17;13;1253;9683;4;0
MEDIUM;4;18;13;1253;9683;5;0
HARD;55;19;13;1253;9683;4;7
MEDIUM;81;14;14;1253;9683;9;13
HARD;30;16;14;1253;9683;4;0
MEDIUM;14;19;14;1253;9683;4;0
MEDIUM;18;20;14;1253;9683;4;0
MEDIUM;81;15;15;1253;9683;10;14
MEDIUM;5;16;15;1253;9683;8;19
MEDIUM;10;17;15;1253;9683;4;3
HARD;7;24;15;1253;9683;5;0
MEDIUM;81;16;16;1253;9683;11;15
MEDIUM;81;17;17;1253;9683;12;16
MEDIUM;5;17;17;1253;9683;9;13
MEDIUM;27;21;17;1253;9683;5;0
MEDIUM;44;21;17;1253;9683;5;5
MEDIUM;16;21;17;1253;9683;5;0
MEDIUM;12;22;17;1253;9683;5;0
MEDIUM;22;23;17;1253;9683;5;16
HARD;30;26;17;1253;9683;5;3
MEDIUM;10;20;18;1253;9683;5;0
MEDIUM;81;23;18;1253;9683;13;0
MEDIUM;6;27;18;1253;9683;5;5
UNKNOWN;5;30;18;1253;9683;10;0
HARD;1;21;19;1253;9683;4;0
MEDIUM;4;21;19;1253;9683;6;0
MEDIUM;23;25;19;1253;9683;8;7
MEDIUM;63;20;20;1253;9683;4;0
MEDIUM;14;21;20;1253;9683;5;0
HARD;55;24;20;1253;9683;5;0
MEDIUM;18;21;21;1253;9683;5;0
UNKNOWN;10;22;21;1253;9683;6;0
MEDIUM;63;22;21;1253;9683;5;18
MEDIUM;44;26;22;1253;9683;6;0
MEDIUM;16;27;22;1253;9683;6;0
MEDIUM;18;27;22;1253;9683;6;1
MEDIUM;27;29;22;1253;9683;6;0
MEDIUM;14;29;22;1253;9683;6;0
HARD;1;31;22;1253;9683;5;0
MEDIUM;4;33;22;1253;9683;7;3
MEDIUM;10;25;23;1253;9683;7;0
MEDIUM;63;25;23;1253;9683;6;0
MEDIUM;12;28;23;1253;9683;6;0
MEDIUM;22;29;24;1253;9683;6;0
MEDIUM;81;33;24;1253;9683;14;6
HARD;55;25;25;1253;9683;6;5
MEDIUM;7;30;25;1253;9683;6;0
MEDIUM;10;26;26;1253;9683;8;0
MEDIUM;23;30;26;1253;9683;9;0
MEDIUM;55;30;26;1253;9683;7;0
MEDIUM;63;37;26;1253;9683;7;1
HARD;30;29;27;1253;9683;6;0
MEDIUM;44;31;27;1253;9683;7;5
HARD;31;36;27;1253;9683;4;0
MEDIUM;10;39;27;1253;9683;9;0
MEDIUM;87;41;27;1253;9683;5;0
MEDIUM;16;32;28;1253;9683;7;6
MEDIUM;6;33;28;1253;9683;6;0
MEDIUM;18;33;28;1253;9683;7;0
MEDIUM;12;34;29;1253;9683;7;12
MEDIUM;27;34;30;1253;9683;7;0
MEDIUM;22;36;30;1253;9683;7;0
MEDIUM;14;38;30;1253;9683;7;0
HARD;30;39;30;1253;9683;7;3
MEDIUM;7;33;31;1253;9683;7;0
MEDIUM;55;33;31;1253;9683;8;0
MEDIUM;23;39;31;1253;9683;10;5
HARD;5;43;31;1253;9683;11;0
MEDIUM;44;36;32;1253;9683;8;0
HARD;1;36;32;1253;9683;6;0
MEDIUM;16;37;33;1253;9683;8;0
MEDIUM;6;34;34;1253;9683;7;0
MEDIUM;4;34;34;1253;9683;8;16
MEDIUM;7;36;34;1253;9683;8;3
MEDIUM;55;36;34;1253;9683;9;3
MEDIUM;81;39;34;1253;9683;15;0
MEDIUM;18;42;34;1253;9683;8;0
MEDIUM;12;37;35;1253;9683;8;0
MEDIUM;6;40;35;1253;9683;8;0
MEDIUM;27;42;35;1253;9683;8;0
HARD;4;50;35;1253;9683;9;0
MEDIUM;22;38;37;1253;9683;8;0
MEDIUM;7;39;37;1253;9683;9;0
MEDIUM;44;41;37;1253;9683;9;5
HARD;1;45;37;1253;9683;7;5
MEDIUM;55;45;37;1253;9683;10;6
HARD;31;46;37;1253;9683;5;0
MEDIUM;63;40;38;1253;9683;8;4
MEDIUM;16;42;38;1253;9683;9;5
MEDIUM;12;50;38;1253;9683;9;3
MEDIUM;22;41;39;1253;9683;9;0
MEDIUM;14;46;39;1253;9683;8;0
MEDIUM;7;42;40;1253;9683;10;3
MEDIUM;30;43;40;1253;9683;8;0
HARD;23;44;40;1253;9683;11;0
MEDIUM;81;49;40;1253;9683;16;6
HARD;10;52;40;1253;9683;10;0
MEDIUM;6;47;41;1253;9683;9;0
MEDIUM;63;52;41;1253;9683;9;16
MEDIUM;22;48;42;1253;9683;10;5
MEDIUM;44;51;42;1253;9683;10;0
MEDIUM;87;56;42;1253;9683;6;0
MEDIUM;7;44;43;1253;9683;11;6
MEDIUM;27;47;43;1253;9683;9;0
MEDIUM;16;52;43;1253;9683;10;10
MEDIUM;30;45;44;1253;9683;9;0
HARD;5;48;44;1253;9683;12;0
HARD;23;49;45;1253;9683;12;5
MEDIUM;7;52;45;1253;9683;12;0
MEDIUM;30;48;46;1253;9683;10;0
MEDIUM;1;48;46;1253;9683;8;0
MEDIUM;55;51;46;1253;9683;11;0
MEDIUM;31;64;47;1253;9683;6;0
MEDIUM;6;53;48;1253;9683;10;0
MEDIUM;27;55;48;1253;9683;10;0
HARD;5;50;49;1253;9683;13;0
MEDIUM;22;54;49;1253;9683;11;0
MEDIUM;30;58;49;1253;9683;11;3
MEDIUM;1;60;49;1253;9683;9;0
HARD;23;56;50;1253;9683;13;0
MEDIUM;81;56;50;1253;9683;17;0
MEDIUM;4;51;51;1253;9683;10;17
MEDIUM;12;53;51;1253;9683;10;0
HARD;5;53;51;1253;9683;14;5
HARD;4;52;52;1253;9683;11;16
MEDIUM;55;60;52;1253;9683;12;6
MEDIUM;44;61;52;1253;9683;11;10
MEDIUM;16;53;53;1253;9683;11;0
MEDIUM;63;55;53;1253;9683;10;3
MEDIUM;7;60;53;1253;9683;13;6
HARD;10;65;53;1253;9683;11;0
MEDIUM;5;59;54;1253;9683;15;0
MEDIUM;6;60;54;1253;9683;11;0
MEDIUM;16;63;54;1253;9683;12;11
MEDIUM;12;66;54;1253;9683;11;3
MEDIUM;22;61;55;1253;9683;12;0
MEDIUM;63;70;56;1253;9683;11;0
HARD;23;63;57;1253;9683;14;7
MEDIUM;81;66;57;1253;9683;18;0
HARD;87;72;57;1253;9683;7;0
HARD;55;61;61;1253;9683;13;14
MEDIUM;1;62;61;1253;9683;10;0
MEDIUM;7;68;61;1253;9683;14;6
MEDIUM;6;68;61;1253;9683;12;7
MEDIUM;55;62;62;1253;9683;14;10
MEDIUM;22;67;62;1253;9683;13;0
MEDIUM;44;70;62;1253;9683;12;10
MEDIUM;55;63;63;1253;9683;15;15
MEDIUM;1;74;63;1253;9683;11;0
MEDIUM;55;64;64;1253;9683;16;15
MEDIUM;16;71;64;1253;9683;13;10
MEDIUM;31;65;65;1253;9683;7;18
HARD;55;65;65;1253;9683;17;15
MEDIUM;10;66;66;1253;9683;12;8
MEDIUM;55;68;66;1253;9683;18;11
MEDIUM;31;83;66;1253;9683;8;0
MEDIUM;10;67;67;1253;9683;13;8
MEDIUM;12;69;67;1253;9683;12;0
MEDIUM;10;68;68;1253;9683;14;9
MEDIUM;22;74;68;1253;9683;14;0
MEDIUM;6;69;69;1253;9683;13;0
MEDIUM;10;70;69;1253;9683;15;13
MEDIUM;6;70;70;1253;9683;14;0
MEDIUM;12;78;70;1253;9683;13;3
MEDIUM;6;71;71;1253;9683;15;0
MEDIUM;10;71;71;1253;9683;16;10
MEDIUM;6;72;72;1253;9683;16;0
MEDIUM;10;72;72;1253;9683;17;0
MEDIUM;6;73;73;1253;9683;17;0
MEDIUM;6;76;74;1253;9683;18;16
MEDIUM;22;78;75;1253;9683;15;13
HARD;31;84;84;1253;9683;9;10
HARD;31;85;85;1253;9683;10;0
HARD;31;88;86;1253;9683;11;0
HARD;10;1;1;1253;9684;1;13
MEDIUM;81;1;1;1253;9684;1;0
MEDIUM;6;1;1;1253;9684;1;0
MEDIUM;14;2;1;1253;9684;1;8
MEDIUM;55;2;1;1253;9684;1;11
UNKNOWN;18;2;1;1253;9684;1;0
HARD;31;3;1;1253;9684;1;14
MEDIUM;22;3;1;1253;9684;1;6
MEDIUM;12;3;1;1253;9684;1;0
HARD;30;4;1;1253;9684;1;14
MEDIUM;4;4;1;1253;9684;1;6
MEDIUM;44;5;1;1253;9684;1;0
MEDIUM;87;5;1;1253;9684;1;16
MEDIUM;63;6;1;1253;9684;1;12
HARD;27;7;1;1253;9684;1;0
MEDIUM;16;7;1;1253;9684;1;0
HARD;5;7;1;1253;9684;1;0
HARD;7;8;1;1253;9684;1;0
HARD;10;2;2;1253;9684;2;14
MEDIUM;81;2;2;1253;9684;2;7
MEDIUM;6;12;2;1253;9684;2;7
