compound;driver_number;lap_end;lap_start;meeting_key;session_key;stint_number;tyre_age_at_start
MEDIUM;31;16;14;1256;9999;3;12
SOFT;14;16;14;1256;9999;3;0
SOFT;18;16;14;1256;9999;3;0
SOFT;30;17;15;1256;9999;3;0
SOFT;6;17;15;1256;9999;3;0
SOFT;62;17;15;1256;9999;3;0
SOFT;87;18;15;1256;9999;4;3
SOFT;23;19;15;1256;9999;4;3
MEDIUM;27;22;15;1256;9999;5;8
MEDIUM;81;26;15;1256;9999;4;7
HARD;5;27;15;1256;9999;4;0
SOFT;55;18;16;1256;9999;5;3
MEDIUM;4;25;16;1256;9999;4;9
MEDIUM;63;30;16;1256;9999;4;0
SOFT;14;19;17;1256;9999;4;3
SOFT;18;19;17;1256;9999;4;3
SOFT;31;22;17;1256;9999;4;0
MEDIUM;10;24;17;1256;9999;3;9
SOFT;22;26;17;1256;9999;3;6
MEDIUM;44;26;17;1256;9999;3;9
MEDIUM;16;28;17;1256;9999;3;9
MEDIUM;12;29;17;1256;9999;4;9
SOFT;30;19;18;1256;9999;4;0
SOFT;6;20;18;1256;9999;4;3
MEDIUM;62;25;18;1256;9999;4;0
SOFT;55;21;19;1256;9999;6;6
HARD;30;20;20;1256;9999;5;13
SOFT;18;26;20;1256;9999;5;6
SOFT;14;26;20;1256;9999;5;6
MEDIUM;23;26;20;1256;9999;5;10
HARD;6;21;21;1256;9999;5;13
SOFT;30;29;21;1256;9999;6;0
SOFT;6;29;22;1256;9999;6;6
SOFT;55;29;22;1256;9999;7;9
HARD;55;2;1;1256;10000;1;0
MEDIUM;4;3;1;1256;10000;1;0
MEDIUM;1;4;1;1256;10000;1;0
MEDIUM;87;4;1;1256;10000;1;0
MEDIUM;14;4;1;1256;10000;1;0
HARD;63;4;1;1256;10000;1;0
MEDIUM;6;5;1;1256;10000;1;0
HARD;81;5;1;1256;10000;1;0
HARD;10;5;1;1256;10000;1;0
MEDIUM;18;5;1;1256;10000;1;0
HARD;7;5;1;1256;10000;1;0
HARD;12;5;1;1256;10000;1;0
MEDIUM;31;5;1;1256;10000;1;0
MEDIUM;22;5;1;1256;10000;1;0
HARD;27;5;1;1256;10000;1;0
MEDIUM;30;5;1;1256;10000;1;0
HARD;44;5;1;1256;10000;1;0
MEDIUM;5;6;1;1256;10000;1;0
HARD;23;6;1;1256;10000;1;0
HARD;16;6;1;1256;10000;1;0
SOFT;55;5;3;1256;10000;2;0
MEDIUM;4;5;4;1256;10000;2;0
SOFT;1;5;4;1256;10000;2;0
SOFT;87;5;5;1256;10000;2;0
SOFT;63;6;5;1256;10000;2;3
SOFT;14;6;5;1256;10000;2;0
HARD;81;7;5;1256;10000;2;0
HARD;12;7;5;1256;10000;2;3
SOFT;18;7;5;1256;10000;2;0
SOFT;1;7;5;1256;10000;3;1
SOFT;55;8;5;1256;10000;3;2
MEDIUM;6;6;6;1256;10000;2;0
SOFT;27;6;6;1256;10000;2;0
SOFT;4;6;6;1256;10000;3;0
SOFT;22;7;6;1256;10000;2;0
HARD;44;7;6;1256;10000;2;4
SOFT;10;7;6;1256;10000;2;0
SOFT;31;7;6;1256;10000;2;0
SOFT;23;7;6;1256;10000;2;0
SOFT;5;7;6;1256;10000;2;0
HARD;16;8;6;1256;10000;2;4
MEDIUM;30;8;6;1256;10000;2;3
SOFT;87;8;6;1256;10000;3;1
SOFT;63;9;7;1256;10000;3;0
SOFT;27;9;7;1256;10000;3;1
SOFT;4;9;7;1256;10000;4;1
SOFT;6;10;7;1256;10000;3;0
SOFT;18;10;7;1256;10000;3;2
MEDIUM;22;9;8;1256;10000;3;4
SOFT;23;9;8;1256;10000;3;0
SOFT;10;10;8;1256;10000;3;2
SOFT;44;10;8;1256;10000;3;0
SOFT;81;10;8;1256;10000;3;0
SOFT;12;10;8;1256;10000;3;0
SOFT;55;10;8;1256;10000;4;5
MEDIUM;1;10;8;1256;10000;4;0
MEDIUM;5;11;8;1256;10000;3;2
SOFT;30;11;8;1256;10000;3;0
SOFT;31;11;8;1256;10000;3;2
MEDIUM;87;11;8;1256;10000;4;3
SOFT;16;12;9;1256;10000;3;0
SOFT;23;12;9;1256;10000;4;3
SOFT;4;13;10;1256;10000;5;4
SOFT;18;13;10;1256;10000;4;5
MEDIUM;22;13;10;1256;10000;4;6
MEDIUM;6;13;10;1256;10000;4;4
HARD;27;13;10;1256;10000;4;4
HARD;63;14;10;1256;10000;4;5
SOFT;81;14;11;1256;10000;4;6
SOFT;10;14;11;1256;10000;4;5
MEDIUM;30;14;11;1256;10000;4;5
MEDIUM;31;14;11;1256;10000;4;4
HARD;12;14;11;1256;10000;4;0
MEDIUM;5;14;11;1256;10000;4;4
HARD;44;15;11;1256;10000;4;6
SOFT;16;15;12;1256;10000;4;3
MEDIUM;14;1;1;1256;10001;1;0
MEDIUM;81;2;1;1256;10001;1;0
HARD;87;2;1;1256;10001;1;0
HARD;4;2;1;1256;10001;1;0
MEDIUM;23;2;1;1256;10001;1;0
MEDIUM;63;2;1;1256;10001;1;0
MEDIUM;18;2;1;1256;10001;1;0
HARD;31;2;1;1256;10001;1;0
SOFT;44;2;1;1256;10001;1;0
MEDIUM;6;3;1;1256;10001;1;0
MEDIUM;27;3;1;1256;10001;1;0
MEDIUM;30;4;1;1256;10001;1;0
MEDIUM;5;4;1;1256;10001;1;0
HARD;55;4;1;1256;10001;1;0
HARD;22;4;1;1256;10001;1;0
MEDIUM;12;4;1;1256;10001;1;0
SOFT;16;4;1;1256;10001;1;0
SOFT;7;5;1;1256;10001;1;0
HARD;1;5;1;1256;10001;1;0
MEDIUM;10;6;1;1256;10001;1;0
HARD;14;3;2;1256;10001;2;0
HARD;18;3;3;1256;10001;2;0
SOFT;44;5;3;1256;10001;2;0
SOFT;63;5;3;1256;10001;2;0
MEDIUM;23;6;3;1256;10001;2;0
HARD;31;7;3;1256;10001;2;0
HARD;87;7;3;1256;10001;2;0
SOFT;4;12;3;1256;10001;2;0
SOFT;81;12;3;1256;10001;2;0
MEDIUM;27;7;4;1256;10001;2;0
MEDIUM;18;8;4;1256;10001;3;0
MEDIUM;14;9;4;1256;10001;3;0
MEDIUM;6;9;4;1256;10001;2;2
MEDIUM;5;6;5;1256;10001;2;0
MEDIUM;12;7;5;1256;10001;2;3
MEDIUM;30;7;5;1256;10001;2;3
HARD;22;7;5;1256;10001;2;3
SOFT;16;7;5;1256;10001;2;3
HARD;55;11;5;1256;10001;2;4
SOFT;63;8;6;1256;10001;3;3
SOFT;44;9;6;1256;10001;3;0
SOFT;7;11;6;1256;10001;2;4
HARD;1;16;6;1256;10001;2;4
MEDIUM;10;11;7;1256;10001;2;5
MEDIUM;5;12;7;1256;10001;3;5
MEDIUM;23;16;7;1256;10001;3;0
HARD;22;10;8;1256;10001;3;0
SOFT;16;10;8;1256;10001;3;0
MEDIUM;12;16;8;1256;10001;3;6
MEDIUM;27;16;8;1256;10001;3;6
HARD;31;16;8;1256;10001;3;0
HARD;87;17;8;1256;10001;3;5
MEDIUM;30;18;8;1256;10001;3;0
SOFT;63;11;9;1256;10001;4;6
SOFT;44;11;9;1256;10001;4;7
MEDIUM;18;16;9;1256;10001;4;5
HARD;6;14;10;1256;10001;3;0
MEDIUM;14;17;10;1256;10001;4;6
HARD;22;13;11;1256;10001;4;0
SOFT;16;14;11;1256;10001;4;0
SOFT;10;14;12;1256;10001;3;0
SOFT;44;14;12;1256;10001;5;0
SOFT;7;16;12;1256;10001;3;0
SOFT;63;16;12;1256;10001;5;0
HARD;55;19;12;1256;10001;3;11
SOFT;5;14;13;1256;10001;4;0
SOFT;81;15;13;1256;10001;3;0
SOFT;4;18;13;1256;10001;3;0
SOFT;22;16;14;1256;10001;5;0
SOFT;10;16;15;1256;10001;4;0
SOFT;6;17;15;1256;10001;4;0
SOFT;81;18;16;1256;10001;4;3
SOFT;18;17;17;1256;10001;5;0
SOFT;31;18;17;1256;10001;4;0
SOFT;87;18;17;1256;10001;4;0
SOFT;27;18;17;1256;10001;4;0
SOFT;1;19;17;1256;10001;3;0
SOFT;23;20;17;1256;10001;4;0
SOFT;12;21;17;1256;10001;4;0
SOFT;14;18;18;1256;10001;5;0
SOFT;30;20;18;1256;10001;4;0
SOFT;55;22;20;1256;10001;4;0
SOFT;1;22;20;1256;10001;4;3
SOFT;55;23;23;1256;10001;5;0
SOFT;23;4;1;1256;10002;1;0
SOFT;14;4;1;1256;10002;1;0
SOFT;30;4;1;1256;10002;1;0
SOFT;63;4;1;1256;10002;1;0
SOFT;6;4;1;1256;10002;1;0
SOFT;87;4;1;1256;10002;1;0
SOFT;5;4;1;1256;10002;1;0
SOFT;7;4;1;1256;10002;1;0
SOFT;22;4;1;1256;10002;1;0
SOFT;81;4;1;1256;10002;1;0
SOFT;1;4;1;1256;10002;1;0
MEDIUM;44;4;1;1256;10002;1;0
SOFT;18;4;1;1256;10002;1;0
SOFT;31;4;1;1256;10002;1;0
SOFT;12;4;1;1256;10002;1;0
SOFT;27;5;1;1256;10002;1;0
SOFT;16;5;1;1256;10002;1;0
SOFT;10;5;1;1256;10002;1;0
SOFT;4;7;1;1256;10002;1;0
SOFT;55;7;1;1256;10002;1;0
SOFT;18;6;5;1256;10002;2;0
SOFT;5;7;5;1256;10002;2;0
SOFT;7;7;5;1256;10002;2;0
SOFT;31;7;5;1256;10002;2;0
SOFT;87;7;5;1256;10002;2;0
SOFT;23;7;5;1256;10002;2;0
SOFT;1;7;5;1256;10002;2;3
SOFT;22;7;5;1256;10002;2;0
SOFT;30;7;5;1256;10002;2;0
SOFT;27;8;5;1256;10002;2;0
SOFT;16;8;5;1256;10002;2;3
SOFT;81;8;5;1256;10002;2;3
SOFT;63;8;5;1256;10002;2;0
SOFT;12;8;5;1256;10002;2;0
SOFT;14;8;5;1256;10002;2;0
SOFT;10;8;5;1256;10002;2;0
SOFT;6;8;5;1256;10002;2;0
SOFT;44;11;5;1256;10002;2;0
SOFT;55;10;8;1256;10002;2;0
SOFT;7;10;8;1256;10002;3;0
SOFT;31;10;8;1256;10002;3;0
SOFT;27;10;8;1256;10002;3;0
SOFT;5;10;8;1256;10002;3;0
SOFT;1;10;8;1256;10002;3;0
SOFT;10;10;8;1256;10002;3;0
SOFT;22;10;8;1256;10002;3;0
SOFT;16;10;8;1256;10002;3;6
SOFT;4;10;8;1256;10002;2;0
SOFT;30;10;8;1256;10002;3;0
SOFT;12;10;8;1256;10002;3;0
SOFT;87;11;8;1256;10002;3;0
SOFT;14;11;8;1256;10002;3;0
SOFT;6;11;8;1256;10002;3;0
SOFT;81;11;8;1256;10002;3;0
SOFT;63;11;8;1256;10002;3;0
SOFT;23;11;8;1256;10002;3;0
SOFT;23;12;11;1256;10002;4;0
SOFT;87;13;11;1256;10002;4;3
SOFT;44;13;11;1256;10002;3;6
SOFT;55;13;11;1256;10002;3;0
SOFT;16;13;11;1256;10002;4;0
SOFT;22;13;11;1256;10002;4;0
SOFT;63;13;11;1256;10002;4;3
SOFT;6;13;11;1256;10002;4;0
SOFT;30;13;11;1256;10002;4;0
SOFT;14;13;11;1256;10002;4;0
SOFT;10;13;11;1256;10002;4;0
SOFT;1;13;11;1256;10002;4;3
SOFT;81;13;11;1256;10002;4;3
SOFT;12;14;11;1256;10002;4;0
SOFT;4;14;11;1256;10002;3;0
SOFT;23;15;13;1256;10002;5;0
SOFT;63;15;13;1256;10002;5;0
SOFT;1;15;13;1256;10002;5;0
SOFT;44;16;14;1256;10002;4;0
SOFT;87;16;14;1256;10002;5;0
SOFT;55;16;14;1256;10002;4;0
SOFT;16;16;14;1256;10002;5;3
SOFT;12;16;14;1256;10002;5;3
SOFT;6;16;14;1256;10002;5;3
SOFT;81;16;14;1256;10002;5;0
SOFT;4;16;14;1256;10002;4;0
SOFT;23;18;16;1256;10002;6;3
SOFT;63;18;16;1256;10002;6;0
SOFT;1;18;16;1256;10002;6;0
SOFT;44;19;17;1256;10002;5;3
SOFT;87;19;17;1256;10002;6;3
SOFT;16;19;17;1256;10002;6;0
SOFT;12;19;17;1256;10002;6;0
SOFT;6;19;17;1256;10002;6;0
SOFT;81;19;17;1256;10002;6;0
SOFT;44;21;19;1256;10002;6;0
SOFT;23;21;19;1256;10002;7;0
SOFT;87;22;20;1256;10002;7;0
SOFT;16;22;20;1256;10002;7;0
SOFT;44;24;22;1256;10002;7;0
SOFT;18;9;1;1256;10006;1;0
SOFT;7;10;1;1256;10006;1;0
MEDIUM;63;15;1;1256;10006;1;0
MEDIUM;81;16;1;1256;10006;1;0
MEDIUM;27;17;1;1256;10006;1;0
MEDIUM;1;17;1;1256;10006;1;0
MEDIUM;16;17;1;1256;10006;1;0
MEDIUM;4;17;1;1256;10006;1;0
MEDIUM;87;18;1;1256;10006;1;0
MEDIUM;22;18;1;1256;10006;1;0
MEDIUM;10;19;1;1256;10006;1;0
MEDIUM;14;19;1;1256;10006;1;1
MEDIUM;23;19;1;1256;10006;1;0
MEDIUM;6;20;1;1256;10006;1;0
HARD;44;25;1;1256;10006;1;0
HARD;5;26;1;1256;10006;1;0
MEDIUM;12;26;1;1256;10006;1;0
HARD;31;27;1;1256;10006;1;1
MEDIUM;30;28;1;1256;10006;1;0
MEDIUM;55;28;1;1256;10006;1;0
;18;26;10;1256;10006;2;5
HARD;7;48;11;1256;10006;2;0
HARD;63;49;16;1256;10006;2;0
HARD;81;48;17;1256;10006;2;0
HARD;1;48;18;1256;10006;2;0
HARD;4;48;18;1256;10006;2;0
HARD;16;48;18;1256;10006;2;0
HARD;27;48;18;1256;10006;2;0
HARD;87;48;19;1256;10006;2;1
HARD;22;48;19;1256;10006;2;0
HARD;23;48;20;1256;10006;2;0
HARD;14;48;20;1256;10006;2;1
HARD;10;48;20;1256;10006;2;0
HARD;6;48;21;1256;10006;2;0
MEDIUM;44;48;26;1256;10006;2;0
MEDIUM;18;47;27;1256;10006;3;0
MEDIUM;5;47;27;1256;10006;2;0
HARD;12;48;27;1256;10006;2;0
MEDIUM;31;47;28;1256;10006;2;0
SOFT;30;48;29;1256;10006;2;0
SOFT;55;48;29;1256;10006;2;0
MEDIUM;46;3;1;1257;10007;1;0
HARD;6;4;1;1257;10007;1;0
HARD;12;4;1;1257;10007;1;0
HARD;30;4;1;1257;10007;1;0
MEDIUM;37;5;1;1257;10007;1;0
MEDIUM;4;6;1;1257;10007;1;0
HARD;7;6;1;1257;10007;1;0
MEDIUM;23;6;1;1257;10007;1;0
HARD;34;6;1;1257;10007;1;0
MEDIUM;81;6;1;1257;10007;1;0
MEDIUM;10;8;1;1257;10007;1;0
HARD;18;8;1;1257;10007;1;0
HARD;5;9;1;1257;10007;1;0
MEDIUM;22;9;1;1257;10007;1;0
MEDIUM;31;9;1;1257;10007;1;0
HARD;38;9;1;1257;10007;1;0
HARD;44;9;1;1257;10007;1;0
MEDIUM;50;9;1;1257;10007;1;0
HARD;72;10;1;1257;10007;1;0
HARD;27;11;1;1257;10007;1;0
MEDIUM;46;6;4;1257;10007;2;2
HARD;30;7;5;1257;10007;2;3
HARD;6;7;5;1257;10007;2;3
MEDIUM;37;11;6;1257;10007;2;4
MEDIUM;46;7;7;1257;10007;3;5
HARD;7;9;7;1257;10007;2;5
MEDIUM;81;9;7;1257;10007;2;5
MEDIUM;4;11;7;1257;10007;2;5
MEDIUM;23;12;7;1257;10007;2;5
HARD;34;14;7;1257;10007;2;5
MEDIUM;46;8;8;1257;10007;4;6
HARD;6;10;8;1257;10007;3;6
HARD;30;13;8;1257;10007;3;6
MEDIUM;46;10;9;1257;10007;5;7
MEDIUM;10;11;9;1257;10007;2;7
HARD;18;13;9;1257;10007;2;7
HARD;7;11;10;1257;10007;3;8
MEDIUM;22;11;10;1257;10007;2;0
SOFT;5;12;10;1257;10007;2;0
SOFT;50;12;10;1257;10007;2;0
SOFT;81;12;10;1257;10007;3;0
SOFT;31;12;10;1257;10007;2;0
HARD;38;13;10;1257;10007;2;8
HARD;44;17;10;1257;10007;2;8
MEDIUM;46;12;11;1257;10007;6;0
SOFT;6;13;11;1257;10007;4;0
MEDIUM;72;16;11;1257;10007;2;0
SOFT;27;14;12;1257;10007;2;0
MEDIUM;37;14;12;1257;10007;3;10
SOFT;7;14;12;1257;10007;4;0
SOFT;10;14;12;1257;10007;3;0
SOFT;22;16;12;1257;10007;3;0
SOFT;4;24;12;1257;10007;3;0
MEDIUM;23;13;13;1257;10007;3;11
MEDIUM;46;13;13;1257;10007;7;11
SOFT;31;14;13;1257;10007;3;3
SOFT;5;15;13;1257;10007;3;3
SOFT;50;15;13;1257;10007;3;0
MEDIUM;81;22;13;1257;10007;4;8
MEDIUM;46;14;14;1257;10007;8;12
SOFT;30;16;14;1257;10007;4;0
SOFT;23;16;14;1257;10007;4;0
SOFT;6;16;14;1257;10007;5;3
SOFT;18;19;14;1257;10007;3;0
SOFT;38;21;14;1257;10007;3;0
SOFT;27;16;15;1257;10007;3;0
SOFT;7;17;15;1257;10007;5;3
SOFT;10;17;15;1257;10007;4;3
MEDIUM;37;17;15;1257;10007;4;0
SOFT;34;17;15;1257;10007;3;0
MEDIUM;31;20;15;1257;10007;4;8
SOFT;46;21;15;1257;10007;9;0
MEDIUM;50;21;16;1257;10007;4;8
SOFT;5;24;16;1257;10007;4;6
HARD;6;17;17;1257;10007;6;9
SOFT;23;19;17;1257;10007;5;3
SOFT;30;19;17;1257;10007;5;0
MEDIUM;22;24;17;1257;10007;4;10
HARD;27;25;17;1257;10007;4;10
MEDIUM;72;27;17;1257;10007;3;6
SOFT;34;20;18;1257;10007;4;0
MEDIUM;37;21;18;1257;10007;5;3
HARD;6;23;18;1257;10007;7;10
SOFT;44;24;18;1257;10007;3;0
HARD;7;24;18;1257;10007;6;10
SOFT;10;24;18;1257;10007;5;6
SOFT;18;24;20;1257;10007;4;6
SOFT;30;24;20;1257;10007;6;0
MEDIUM;23;25;20;1257;10007;6;12
SOFT;81;26;23;1257;10007;5;0
MEDIUM;14;3;1;1257;10008;1;0
MEDIUM;6;4;1;1257;10008;1;0
SOFT;12;4;1;1257;10008;1;0
MEDIUM;22;4;1;1257;10008;1;0
MEDIUM;30;4;1;1257;10008;1;0
MEDIUM;44;4;1;1257;10008;1;0
SOFT;63;4;1;1257;10008;1;0
MEDIUM;7;6;1;1257;10008;1;0
HARD;10;6;1;1257;10008;1;0
MEDIUM;27;6;1;1257;10008;1;0
SOFT;1;7;1;1257;10008;1;0
MEDIUM;5;7;1;1257;10008;1;0
MEDIUM;16;7;1;1257;10008;1;0
MEDIUM;55;7;1;1257;10008;1;0
MEDIUM;87;7;1;1257;10008;1;0
HARD;4;8;1;1257;10008;1;0
MEDIUM;18;8;1;1257;10008;1;0
MEDIUM;23;9;1;1257;10008;1;0
HARD;81;9;1;1257;10008;1;0
MEDIUM;31;10;1;1257;10008;1;0
MEDIUM;14;7;4;1257;10008;2;2
MEDIUM;30;7;5;1257;10008;2;3
SOFT;63;7;5;1257;10008;2;3
MEDIUM;6;7;5;1257;10008;2;3
SOFT;12;8;5;1257;10008;2;0
MEDIUM;22;8;5;1257;10008;2;3
SOFT;44;9;5;1257;10008;2;0
MEDIUM;27;8;7;1257;10008;2;5
HARD;10;9;7;1257;10008;2;5
MEDIUM;7;9;7;1257;10008;2;5
MEDIUM;87;10;8;1257;10008;2;6
MEDIUM;55;10;8;1257;10008;2;6
MEDIUM;30;10;8;1257;10008;3;0
SOFT;16;10;8;1257;10008;2;0
SOFT;1;10;8;1257;10008;2;0
SOFT;5;10;8;1257;10008;2;0
SOFT;63;10;8;1257;10008;3;0
SOFT;6;10;8;1257;10008;3;0
SOFT;14;10;8;1257;10008;3;0
SOFT;4;11;9;1257;10008;2;0
SOFT;12;11;9;1257;10008;3;0
SOFT;27;11;9;1257;10008;3;0
SOFT;22;12;9;1257;10008;3;0
SOFT;18;14;9;1257;10008;2;0
SOFT;23;12;10;1257;10008;2;0
SOFT;81;12;10;1257;10008;2;0
SOFT;10;12;10;1257;10008;3;0
SOFT;7;12;10;1257;10008;3;0
SOFT;44;12;10;1257;10008;3;0
SOFT;5;11;11;1257;10008;3;0
SOFT;16;13;11;1257;10008;3;3
SOFT;30;13;11;1257;10008;4;0
SOFT;87;13;11;1257;10008;3;0
SOFT;55;15;11;1257;10008;3;0
SOFT;31;16;11;1257;10008;2;0
SOFT;14;20;11;1257;10008;4;3
MEDIUM;6;22;11;1257;10008;4;6
SOFT;63;23;11;1257;10008;4;3
SOFT;1;28;11;1257;10008;3;3
SOFT;27;14;12;1257;10008;4;3
MEDIUM;5;22;12;1257;10008;4;6
SOFT;12;25;12;1257;10008;4;3
SOFT;4;26;12;1257;10008;3;3
SOFT;10;15;13;1257;10008;4;3
SOFT;7;15;13;1257;10008;4;3
MEDIUM;23;18;13;1257;10008;3;8
SOFT;44;19;13;1257;10008;4;5
HARD;81;22;13;1257;10008;3;8
MEDIUM;22;26;13;1257;10008;4;7
SOFT;16;16;14;1257;10008;4;0
SOFT;87;28;14;1257;10008;4;3
SOFT;30;28;14;1257;10008;5;0
SOFT;27;25;15;1257;10008;5;6
SOFT;18;28;15;1257;10008;3;7
SOFT;10;17;16;1257;10008;5;6
SOFT;55;18;16;1257;10008;4;5
MEDIUM;7;28;16;1257;10008;5;8
MEDIUM;16;28;17;1257;10008;5;6
MEDIUM;31;28;17;1257;10008;3;9
HARD;10;28;18;1257;10008;6;8
MEDIUM;55;29;19;1257;10008;5;9
SOFT;23;30;19;1257;10008;4;3
SOFT;44;24;20;1257;10008;5;0
SOFT;6;25;23;1257;10008;5;0
SOFT;5;26;23;1257;10008;5;4
SOFT;81;30;23;1257;10008;4;3
SOFT;63;26;24;1257;10008;5;6
SOFT;12;28;26;1257;10008;5;7
HARD;4;29;27;1257;10008;4;7
SOFT;1;3;1;1257;10009;1;0
SOFT;44;3;1;1257;10009;1;3
SOFT;4;4;1;1257;10009;1;0
SOFT;5;4;1;1257;10009;1;0
MEDIUM;6;4;1;1257;10009;1;0
MEDIUM;7;4;1;1257;10009;1;0
MEDIUM;10;4;1;1257;10009;1;0
MEDIUM;12;4;1;1257;10009;1;0
SOFT;16;4;1;1257;10009;1;3
SOFT;18;4;1;1257;10009;1;0
HARD;22;4;1;1257;10009;1;0
HARD;23;4;1;1257;10009;1;0
SOFT;27;4;1;1257;10009;1;0
MEDIUM;30;4;1;1257;10009;1;0
HARD;31;4;1;1257;10009;1;0
HARD;55;4;1;1257;10009;1;0
SOFT;81;4;1;1257;10009;1;0
HARD;87;4;1;1257;10009;1;0
MEDIUM;63;6;1;1257;10009;1;0
SOFT;14;10;1;1257;10009;1;0
SOFT;44;6;4;1257;10009;2;5
SOFT;1;7;4;1257;10009;2;2
HARD;55;6;5;1257;10009;2;3
HARD;23;6;5;1257;10009;2;0
HARD;87;7;5;1257;10009;2;3
HARD;31;7;5;1257;10009;2;3
MEDIUM;7;7;5;1257;10009;2;3
MEDIUM;10;7;5;1257;10009;2;0
SOFT;16;7;5;1257;10009;2;6
HARD;22;7;5;1257;10009;2;3
SOFT;27;7;5;1257;10009;2;3
SOFT;5;7;5;1257;10009;2;3
MEDIUM;12;7;5;1257;10009;2;3
MEDIUM;6;7;5;1257;10009;2;3
MEDIUM;30;7;5;1257;10009;2;3
SOFT;81;8;5;1257;10009;2;3
SOFT;18;10;5;1257;10009;2;0
SOFT;4;11;5;1257;10009;2;3
MEDIUM;63;8;7;1257;10009;2;5
HARD;23;9;7;1257;10009;3;5
HARD;55;9;7;1257;10009;3;5
SOFT;44;13;7;1257;10009;3;0
HARD;22;8;8;1257;10009;3;6
SOFT;27;8;8;1257;10009;3;6
MEDIUM;6;8;8;1257;10009;3;0
MEDIUM;30;8;8;1257;10009;3;6
MEDIUM;7;10;8;1257;10009;3;6
MEDIUM;10;10;8;1257;10009;3;6
SOFT;5;10;8;1257;10009;3;0
SOFT;1;10;8;1257;10009;3;0
SOFT;12;10;8;1257;10009;3;0
HARD;31;12;8;1257;10009;3;6
HARD;87;13;8;1257;10009;3;6
SOFT;16;13;8;1257;10009;3;9
SOFT;22;11;9;1257;10009;4;0
SOFT;81;11;9;1257;10009;3;0
SOFT;6;11;9;1257;10009;4;0
SOFT;30;11;9;1257;10009;4;0
SOFT;63;11;9;1257;10009;3;0
SOFT;23;12;10;1257;10009;4;0
SOFT;55;12;10;1257;10009;4;0
SOFT;5;12;11;1257;10009;4;3
SOFT;18;12;11;1257;10009;3;0
SOFT;14;13;11;1257;10009;2;0
SOFT;10;13;11;1257;10009;4;0
SOFT;7;13;11;1257;10009;4;0
SOFT;12;13;11;1257;10009;4;3
SOFT;1;14;11;1257;10009;4;3
SOFT;6;12;12;1257;10009;5;3
SOFT;4;13;12;1257;10009;3;0
SOFT;81;14;12;1257;10009;4;3
SOFT;63;14;12;1257;10009;4;0
SOFT;30;15;12;1257;10009;5;0
HARD;22;16;12;1257;10009;5;7
SOFT;5;13;13;1257;10009;5;6
SOFT;31;15;13;1257;10009;4;0
SOFT;6;16;13;1257;10009;6;0
SOFT;55;16;13;1257;10009;5;3
SOFT;18;17;13;1257;10009;4;2
SOFT;23;17;13;1257;10009;5;3
SOFT;5;14;14;1257;10009;6;0
SOFT;87;16;14;1257;10009;4;0
SOFT;14;16;14;1257;10009;3;3
SOFT;4;16;14;1257;10009;4;0
SOFT;16;16;14;1257;10009;4;0
SOFT;44;16;14;1257;10009;4;0
SOFT;7;16;14;1257;10009;5;3
SOFT;10;19;14;1257;10009;5;3
SOFT;5;17;15;1257;10009;7;0
HARD;31;18;16;1257;10009;5;11
SOFT;44;19;17;1257;10009;5;3
HARD;87;19;17;1257;10009;5;12
SOFT;14;19;17;1257;10009;4;6
SOFT;7;19;17;1257;10009;6;6
SOFT;4;19;17;1257;10009;5;5
SOFT;16;20;17;1257;10009;5;3
SOFT;1;3;1;1257;10010;1;0
SOFT;81;4;1;1257;10010;1;0
SOFT;4;4;1;1257;10010;1;0
SOFT;16;4;1;1257;10010;1;0
SOFT;63;4;1;1257;10010;1;0
SOFT;12;4;1;1257;10010;1;0
SOFT;10;4;1;1257;10010;1;0
SOFT;6;4;1;1257;10010;1;0
SOFT;55;4;1;1257;10010;1;0
SOFT;44;4;1;1257;10010;1;0
SOFT;31;4;1;1257;10010;1;0
SOFT;7;4;1;1257;10010;1;0
SOFT;30;4;1;1257;10010;1;0
SOFT;14;4;1;1257;10010;1;0
SOFT;23;4;1;1257;10010;1;0
SOFT;87;4;1;1257;10010;1;0
SOFT;18;4;1;1257;10010;1;0
SOFT;5;4;1;1257;10010;1;0
SOFT;27;4;1;1257;10010;1;0
SOFT;22;4;1;1257;10010;1;0
SOFT;1;6;4;1257;10010;2;0
SOFT;16;5;5;1257;10010;2;3
SOFT;81;6;5;1257;10010;2;3
SOFT;4;6;5;1257;10010;2;0
SOFT;18;7;5;1257;10010;2;0
SOFT;14;7;5;1257;10010;2;0
SOFT;27;7;5;1257;10010;2;0
SOFT;12;7;5;1257;10010;2;0
SOFT;87;7;5;1257;10010;2;0
SOFT;5;7;5;1257;10010;2;0
SOFT;6;7;5;1257;10010;2;0
SOFT;55;7;5;1257;10010;2;0
SOFT;10;7;5;1257;10010;2;0
SOFT;7;7;5;1257;10010;2;0
SOFT;30;7;5;1257;10010;2;0
SOFT;44;7;5;1257;10010;2;0
SOFT;22;7;5;1257;10010;2;0
SOFT;63;7;5;1257;10010;2;0
SOFT;31;7;5;1257;10010;2;0
SOFT;23;7;5;1257;10010;2;0
SOFT;16;8;6;1257;10010;3;0
SOFT;1;7;7;1257;10010;3;3
SOFT;4;7;7;1257;10010;3;0
SOFT;81;7;7;1257;10010;3;0
SOFT;44;8;8;1257;10010;3;3
SOFT;55;8;8;1257;10010;3;0
SOFT;10;8;8;1257;10010;3;0
SOFT;7;8;8;1257;10010;3;0
